ha_1_ (1).wav,-12.3877,-11.7502,-11.5890,-11.5339,-11.1944,-10.9602,-11.0517,-10.8764,-10.7948,-10.9122,-11.3338,-11.3947,-11.2265,-11.2657,-11.3537,-11.2157,-11.5476,-11.4306,-11.5003,-11.3183,-11.8663,-11.7180,-11.7546,-11.4224,-11.9034,-11.8448,-11.7981,-11.6051,-11.6385,-11.4285,-11.5352,-11.5826,-11.6551,-11.9032,-12.0955,-11.9595,-12.0275,-11.6829,-12.0232,-12.1774,-11.8429,-11.9640,-11.2685,-9.6813,-7.9154,-6.8373,-5.8707,-5.8948,-6.0670,-6.1612,-7.0226,-7.2364,-7.5342,-7.3593,-7.4363,-7.7314,-7.8361,-7.8212,-8.0376,-8.0079,-7.6642,-7.4583,-7.6758,-7.8813,-7.8693,-8.3052,-8.5763,-8.3287,-8.4686,-8.7178,-8.8694,-8.9752,-9.3980,-9.5294,-10.1417,-10.8383,-11.0615,-11.1062,-11.3166,-11.7175,-12.0692,-12.2383,-12.5733,-12.6296,-12.5581,-12.5629,-12.0639,-12.4087,-12.5176,-12.4509,2.9742,3.0206,3.0853,3.4774,3.7386,3.8734,3.7064,3.7026,3.5493,3.5526,3.5056,3.7432,3.8694,3.7229,3.4518,3.5247,3.5621,3.6441,3.2781,3.4229,3.3736,3.3113,2.9110,2.6792,3.0738,3.3644,3.4155,3.4027,3.3844,3.2045,3.3742,3.6220,3.6894,3.6038,3.4137,3.6391,3.4151,3.6753,3.8221,3.6429,a
ha_1_ (10).wav,-13.2696,-13.1459,-12.8514,-12.5068,-12.2843,-11.1047,-9.3311,-8.5231,-8.0399,-8.2257,-7.9570,-7.6140,-7.5750,-8.0383,-8.2535,-8.1446,-8.6278,-8.8421,-8.5577,-8.4226,-8.4051,-8.6896,-8.9408,-9.4705,-9.9846,-10.3471,-11.2755,-12.0142,-12.0535,-11.7750,-11.7144,-11.9345,-12.1966,-11.7646,-11.9625,-11.9188,-11.6948,-11.9421,-11.8693,-11.7486,-11.9828,-11.8071,-11.9093,-12.5402,-12.9268,-12.7413,-12.8515,-13.0005,-12.7660,-12.8320,-12.9536,-12.8171,-12.8968,-12.7740,-12.8332,-12.8000,-12.9789,-12.7201,-12.5739,-12.7245,-12.8087,-12.9777,-13.0421,-12.8577,-12.7383,-12.8198,-12.3047,-12.6736,-12.2883,-12.2030,-12.4183,-12.5828,-10.2398,3.1231,3.4725,3.6576,3.6194,3.0252,3.3950,4.0696,4.3774,4.5182,4.7611,4.5805,4.5377,4.5447,4.3721,4.6745,4.6714,4.6451,4.3590,4.1344,4.1798,4.2989,4.2570,4.2625,4.2410,4.6094,4.7732,4.6341,4.0601,3.7365,4.0617,3.7768,3.8118,3.7719,4.0417,3.9630,3.6611,3.2695,3.3307,3.2266,2.8840,2.7112,2.9377,3.2083,3.6692,3.9107,4.0972,4.0065,3.9763,3.9409,3.9254,3.8582,3.8210,4.0289,4.1476,4.0413,3.9457,4.1116,a
ha_1_ (11).wav,-10.3073,-9.1989,-8.6264,-7.9899,-7.0945,-6.6130,-6.6315,-6.6082,-6.6353,-6.9794,-7.2831,-7.4681,-7.4348,-7.6490,-7.6870,-8.8448,-10.0973,-10.5588,-11.2952,-11.8887,-12.1089,-12.2009,-12.8113,-12.9523,-13.1629,4.0434,4.0736,4.3898,4.3335,3.7710,3.3739,3.3299,3.3386,3.4043,3.8299,4.1048,4.2189,3.8667,3.8127,3.8297,4.4028,4.4582,4.2310,3.9430,3.7280,3.7142,3.9292,4.1983,4.3712,4.1088,-1.4138,-1.6491,-1.8570,-1.8917,-1.6798,-1.4863,-1.6026,-1.4597,-1.5653,-1.6447,-1.5137,-1.5971,-1.8005,-1.8273,-1.7207,-1.3601,-1.1158,-1.0877,-1.1829,-1.4692,-1.6443,-1.1870,-1.1182,-1.0393,-1.2816,0.4837,0.4484,0.1972,0.1287,0.1314,0.0844,0.0790,0.1554,0.2026,0.1985,0.0794,0.2365,0.2877,0.2563,0.3454,0.1936,-0.0097,0.0985,0.0993,0.2074,0.4154,0.2745,-0.1024,-0.1980,-0.0706,-0.5360,-0.9208,-0.7892,-0.9327,-1.0251,-1.0171,-1.2014,-1.1840,-1.2833,-1.4372,-1.3332,-1.3544,-1.4775,-1.3887,-1.4830,-1.4185,-0.9717,-1.1188,-1.0536,-0.6661,-0.5867,-0.8404,-0.9101,-0.9856,-0.9330,-0.5752,-0.5333,-0.6541,-0.6961,-0.5111,a
ha_1_ (12).wav,-15.4256,-15.2473,-15.3656,-15.4809,-15.7006,-15.3878,-15.1918,-15.2614,-12.3037,-11.6914,-11.6871,-9.5194,-8.5747,-7.9206,-7.8094,-7.7196,-7.6171,-7.7594,-7.8109,-7.7128,-7.6718,-7.7229,-7.7398,-8.1535,-7.8067,-7.9473,-8.2280,-7.9845,-7.7566,-7.9115,-8.1127,-8.2748,-8.5468,-8.4129,-8.5245,-8.3524,-8.2672,-8.3446,-8.4271,-8.6819,-9.1966,-9.0222,-8.6164,-8.5068,-8.4169,-8.5835,-8.9157,-9.3206,-9.2441,-8.8929,-8.7677,-8.6078,-8.2846,-8.5825,-9.0403,-9.0995,-9.0970,-10.1352,-11.6028,-13.2195,-13.2395,-13.1065,-14.4919,-14.9564,-14.8779,4.4507,4.4947,4.4072,4.4231,4.3302,4.5929,4.4212,4.2476,3.2820,2.7305,2.8483,3.5395,3.5366,3.4990,3.8325,3.9337,4.0791,4.1947,4.2932,4.2761,4.2141,4.2213,4.1209,4.3105,4.1870,4.2389,4.4357,4.4465,4.2226,4.1364,4.3761,4.4049,4.6239,4.5236,4.5089,4.4566,4.4076,4.4538,4.7445,4.6035,4.4852,4.2547,4.3300,4.4840,4.4049,4.4177,4.5560,4.5221,4.2780,4.1349,3.9024,3.9754,3.8831,4.0128,3.9719,4.0050,4.1837,4.1734,4.5347,3.8777,2.9496,2.8824,3.5389,3.7956,3.9124,a
ha_1_ (13).wav,-11.3851,-10.2118,-8.7126,-7.4141,-7.4076,-7.0456,-6.9314,-6.9374,-6.9148,-6.9407,-7.1915,-7.0584,-6.9001,-6.8976,-7.1164,-7.2430,-7.3842,-6.6289,-7.7820,-9.2268,-9.7382,-10.4959,-11.1503,-11.8468,-12.7059,0.7126,1.4531,3.3296,3.9068,3.8620,3.5898,3.6765,3.6616,3.7361,3.8546,4.0351,3.8416,3.7034,3.8069,3.8708,3.6935,3.5676,3.2551,3.2927,3.5207,3.2651,3.3187,3.5222,4.2028,4.1436,-0.0132,0.2099,-0.4672,-1.0065,-1.0286,-0.9064,-0.9377,-0.9623,-0.7517,-0.8055,-0.8308,-0.8987,-0.5528,-0.7728,-0.8412,-0.9328,-1.0314,-0.8566,-0.7623,-0.9457,-0.8058,-1.0030,-0.9860,-0.8896,-1.2257,-0.3964,-0.3424,-0.1394,-0.2467,-0.0479,-0.1047,-0.2407,-0.1355,-0.1242,-0.1649,-0.1132,-0.1344,-0.3699,-0.2626,-0.3674,-0.4227,-0.4581,-0.4319,-0.6973,-0.4634,-0.6563,-0.5772,-0.6580,-0.7705,-0.7896,-1.2720,-1.3797,-1.3228,-1.4581,-1.4981,-1.4122,-1.4630,-1.5974,-1.6790,-1.6261,-1.5496,-1.3013,-1.1230,-1.3925,-1.2829,-1.2218,-1.1761,-1.2537,-1.0947,-0.4858,-0.8325,-0.5645,-0.5849,-0.7672,-0.6182,0.4764,0.0931,0.0113,0.0350,0.1741,a
ha_1_ (14).wav,-6.9197,-6.1932,-5.8410,-5.5079,-5.5191,-5.8500,-6.3229,-6.5719,-6.5945,-6.9526,-7.2925,-7.3683,-7.5765,-7.8148,-7.7994,-7.8324,-8.5507,-8.9345,3.8304,3.8805,3.7308,3.6132,3.5453,3.6071,3.7009,3.6608,3.6575,3.9213,3.9528,4.0849,4.2017,4.3311,4.1909,3.8441,3.7250,3.4585,-0.5636,-0.5889,-0.5369,-0.5320,-0.7616,-1.0473,-1.1116,-1.1186,-1.0894,-1.1532,-0.9924,-0.9986,-0.8591,-0.9138,-0.8314,-0.8799,-0.5771,-0.9305,-0.4112,-0.5223,-0.4296,-0.5330,-0.4519,-0.5040,-0.5261,-0.4718,-0.5447,-0.4696,-0.6532,-0.5315,-0.5288,-0.3409,-0.4420,-0.6542,-0.7877,-0.9627,-1.4494,-1.4969,-1.3937,-1.5727,-1.5281,-1.3962,-1.2594,-1.2885,-1.4861,-1.6048,-1.5635,-1.6377,-1.6328,-1.4653,-1.4639,-1.5894,-1.0532,-1.0299,-0.1665,0.0406,-0.3834,-0.3043,-0.0527,0.0544,-0.1061,-0.1287,0.0002,0.0386,0.1021,0.1711,0.1559,-0.0060,-0.1542,-0.5186,-0.7713,-0.3900,-0.0842,-0.2125,0.0389,0.1782,0.1851,-0.0521,-0.1282,-0.1598,-0.1506,-0.0794,-0.2044,-0.1687,-0.0238,0.2247,0.2970,0.1533,-0.2598,-0.1431,-0.2457,-0.1089,-0.3565,-0.4762,a
ha_1_ (16).wav,-8.4186,-8.2214,-7.5334,-5.6750,-6.3075,-5.9512,-6.0509,-6.6179,-7.1150,-7.2083,-7.6449,-7.4261,-7.8138,-8.2271,-8.3637,-8.5236,-9.6769,-10.5489,3.9173,4.0197,3.6058,3.5202,3.6461,3.6233,3.6394,3.7692,3.9019,3.7854,3.6984,4.0162,3.9434,3.7816,3.7483,2.7853,3.1409,3.4191,-1.0173,-0.4854,-1.0925,-1.3344,-1.2872,-1.1135,-1.0187,-1.0266,-0.8788,-0.7313,-0.0901,-0.7098,-0.4543,-0.4893,-0.3433,-0.6742,-0.9570,-0.9078,-0.4153,-0.1796,0.2168,0.0757,0.0132,-0.2073,-0.1891,-0.1009,-0.0817,-0.0230,-0.4620,-0.0932,-0.1614,-0.3010,-0.5460,-0.4560,-0.6218,-0.3784,-0.6745,-0.6147,-0.8575,-1.0078,-1.0017,-0.8842,-1.1014,-0.9490,-0.8903,-1.0037,-1.2109,-0.9513,-0.7125,-0.3570,-0.7419,-0.3150,-0.3890,-0.3264,-0.1827,-0.0140,-0.1318,-0.0921,-0.1017,-0.2172,-0.1433,-0.1607,0.0346,0.0652,0.2378,-0.1640,-0.1885,0.2288,0.4731,0.4619,0.3659,0.5833,-0.2578,-0.0108,0.2284,0.2390,0.2118,0.0834,0.2143,0.1268,0.0725,0.1296,0.1868,0.3382,0.2364,0.3279,0.3836,0.1855,-0.0184,0.1310,-0.7973,-0.8541,-0.7103,-0.5279,a
ha_1_ (17).wav,-10.0514,-5.7015,-6.1695,-6.5028,-6.6996,-6.7464,-6.9106,-7.1894,-6.9045,-6.9870,-7.4115,-7.7193,-8.1785,-8.4767,-8.6868,-8.5082,-9.0737,-10.1839,-10.7995,-12.5437,-12.9122,-13.3132,-13.4517,3.0554,3.3060,3.6941,3.5929,3.7144,4.1091,4.3607,4.2006,3.9658,4.0085,4.3125,4.4539,4.5820,4.5089,4.5326,3.9437,4.1863,4.6220,4.7433,5.3653,5.4029,5.1834,5.3350,-0.2528,-0.2870,-0.3523,-0.0279,-0.1003,-0.3268,-0.6805,-1.0903,-1.0862,-1.1067,-0.7770,-0.4073,-0.3144,-0.2832,-0.3711,-0.0691,-0.0534,-0.0478,-0.0641,-0.4416,-0.2467,-0.0265,-0.4935,-0.4552,-0.4128,-0.6805,-0.8891,-0.7270,-0.9709,-1.0232,-0.6441,-0.5567,-0.6619,-0.9686,-1.1795,-1.1902,-1.2517,-0.9998,-1.0002,-1.0190,-1.0940,-0.9434,-1.2591,-0.7971,-0.4555,-0.8086,-0.4230,-0.6645,-0.7087,-0.7015,-0.7249,-0.7828,-0.7256,-0.8374,-0.7244,-0.6195,-0.4435,-0.5666,-0.7008,-0.5198,-0.4326,-0.4894,-0.2966,-0.2131,-0.5827,-0.8081,-0.7818,-0.4296,-0.5596,-0.0447,-0.0843,-0.0127,0.0172,-0.2172,-0.1533,-0.1534,-0.0747,0.1746,-0.0602,-0.1233,-0.0221,-0.0400,0.0396,0.0391,a
ha_1_ (18).wav,-12.6103,-12.5605,-12.5479,-12.9119,-12.5094,-12.5391,-12.4863,-12.6798,-12.6361,-12.8126,-12.8098,-12.6306,-12.6420,-12.4773,-12.4883,-12.5985,-12.5912,-12.5018,-12.2706,-12.0491,-12.3985,-12.2867,-12.5593,-12.7519,-12.4725,-12.7227,-12.6850,-12.5687,-12.2694,-12.2356,-12.2216,-12.1265,-12.1761,-11.8483,-11.9383,-12.2066,-12.2931,-12.3178,-12.0565,-12.4247,-12.4347,-11.8925,-11.8711,-12.3459,-12.2180,-12.5889,-12.2617,-11.9970,-11.5816,-11.8113,-12.2853,-12.3480,-12.0855,-11.9635,-11.9697,-12.2957,-12.3138,-11.7457,-11.9146,-11.7724,-11.6965,-11.8679,-12.0946,-11.9031,-12.1716,-12.2883,-12.0490,-11.9339,-11.8106,-11.6133,-11.5976,-12.1376,-11.9257,-11.8231,-11.6301,-11.6910,-11.8341,-11.6805,-11.4887,-11.8219,-11.8843,-11.8080,-11.9217,-12.1844,-12.3548,-11.8585,-11.7047,-11.6024,-11.5579,-11.5516,-11.7236,-11.8769,-11.7698,-11.7676,-11.7162,-11.4019,-11.5507,-11.7274,-11.6464,-11.5456,-11.5322,-11.5122,-11.5097,-11.8713,-11.3044,-11.6344,-10.9671,-9.0139,-10.0805,-10.9956,-8.3324,-5.3050,-6.6938,-6.8093,-7.0581,-6.9419,-7.2938,-7.1352,-7.3840,-7.4120,-7.5368,-7.8282,-7.7027,-7.9639,-8.2044,-8.6776,-9.1451,-9.6397,-10.0878,-10.8339,a
ha_1_ (19).wav,-10.5584,-8.3558,-7.4887,-6.7646,-6.4364,-6.6263,-6.5744,-6.7561,-7.0646,-7.0589,-7.0822,-7.0487,-7.5253,-8.0154,-7.5768,-7.8632,-8.0903,-8.3484,-8.3843,-8.5564,-8.7992,-8.9244,-9.1476,-9.1968,-9.0771,-9.1880,-9.4703,-9.3523,-9.5572,-9.6741,-9.6926,-9.6623,-9.9900,-10.1454,-9.8860,-10.2907,-10.5401,-10.8292,-10.9001,-10.8498,-11.1070,-11.4779,-11.8215,3.6464,3.9496,4.0970,4.1285,4.2916,4.0570,3.9208,4.0804,4.1048,3.8130,3.8553,3.7066,3.7691,4.3801,4.1234,4.2581,4.2032,4.1119,4.1007,4.1294,4.1050,4.0656,4.2303,4.1170,4.1566,4.1233,4.3525,4.2320,4.3462,4.4114,4.4021,4.0675,4.4154,4.3720,3.9482,4.4290,4.3789,4.5769,4.5204,4.3755,4.4152,4.4420,4.3618,-1.4017,-1.9567,-1.4573,-1.4397,-1.2952,-1.1068,-1.1738,-1.5599,-1.6023,-1.6195,-1.6386,-1.5702,-1.5214,-1.5005,-1.4402,-1.4739,-1.2593,-1.0751,-1.0224,-0.9615,-0.9872,-0.8594,-0.9111,-0.8811,-1.0304,-0.9778,-1.0805,-1.0115,-1.0308,-1.0943,-1.0677,-0.7168,-0.9766,-0.9480,-0.7520,-1.0815,-0.9095,-0.9918,-0.8536,-0.8492,-0.8633,-0.7776,-0.5604,0.3878,a
ha_1_ (2).wav,-11.8546,-11.4226,-11.6116,-10.5236,-11.6422,-12.5952,-11.6244,-11.3973,-11.2186,-10.4734,-9.4718,-8.3040,-7.6307,-7.6301,-7.6788,-7.8108,-7.8122,-7.9396,-7.7731,-7.9115,-7.7218,-7.5668,-8.0117,-7.9393,-8.3399,-8.6659,-8.6075,-8.5379,-8.5932,-8.8940,-9.0672,-8.9110,-9.0740,-8.9734,-8.9708,-8.6609,-8.7484,-8.8732,-8.9355,-8.7453,-8.8800,-8.9561,-8.6697,-8.7295,-8.2890,-8.0336,-8.5060,-8.5236,-8.1686,-8.1004,-8.3385,-8.6228,-8.1164,-8.4792,-7.9500,-7.8787,-8.4500,-8.4631,-8.9122,-8.5217,-8.7473,-8.7545,-8.8499,-9.2690,-9.6317,-9.7115,-9.5789,-9.9044,-9.6850,-9.7552,-9.7592,-9.6412,-9.5272,-9.6578,-9.5444,-9.5971,-9.5645,-9.5635,-9.5876,-9.6080,2.5261,2.1887,2.2138,1.6108,2.3453,3.5929,2.7318,2.8956,3.0874,3.3909,4.1602,4.7210,4.6515,4.5470,4.6126,4.6599,4.5948,4.6781,4.3955,4.6478,4.4887,4.5133,4.6867,4.7080,4.8794,4.8834,4.7358,4.8953,4.8296,4.9247,4.8098,4.8568,4.7502,4.9006,4.8204,4.5919,4.5794,4.7589,4.7575,4.4465,4.2133,4.4889,4.3203,4.2385,4.3953,4.4533,4.6560,4.6431,4.4007,4.1076,a
