ha_2_ (1).wav,1.0000,-3.2029,4.5612,-4.4539,3.8312,-3.2782,3.1664,-3.0359,2.4987,-1.8484,1.1545,-0.5476,0.1720,-0.0163,0.0988,-0.2938,0.4688,-0.3389,-0.0791,0.3029,-0.2019,-0.0060,0.0739,-0.0136,-0.0178,0.0811,-0.1853,0.2553,-0.2072,0.0632,-0.0052,-0.0152,0.0354,-0.0135,0.0137,0.0036,-0.0546,0.0366,-0.0015,0.0733,-0.1668,0.2249,-0.2166,0.1390,-0.0883,0.0598,-0.0217,a
ha_2_ (10).wav,1.0000,-2.9204,3.4796,-2.4459,1.7037,-1.4610,0.7559,0.1405,-0.6182,0.7107,-0.3272,-0.3017,0.4787,-0.3551,0.1988,0.2143,-0.3445,0.0615,-0.1064,0.3284,0.0677,-0.5993,0.2981,0.2832,-0.2409,-0.0492,0.1354,-0.0677,-0.1179,0.1100,0.1955,-0.3632,0.0881,0.2011,-0.1276,-0.0329,0.1030,-0.0694,-0.0739,0.1532,0.0130,-0.1726,0.0801,0.0508,-0.0338,-0.0156,0.0085,a
ha_2_ (11).wav,1.0000,-2.7486,3.3388,-2.9410,2.2480,-1.5284,1.2294,-0.9536,0.6622,-0.4434,0.1236,0.0306,-0.0662,0.1210,-0.1134,0.0835,0.0101,-0.0304,-0.0222,-0.0326,0.0351,0.0422,-0.0676,0.0711,-0.0493,0.0879,-0.0981,0.0043,0.0853,-0.1717,0.1836,-0.1600,0.1140,0.0085,-0.0579,0.0616,-0.1127,0.1537,-0.2019,0.1954,-0.1010,-0.0375,0.2037,-0.2460,0.2045,-0.1180,0.0193,a
ha_2_ (12).wav,1.0000,-3.0122,3.2776,-1.6333,0.7489,-0.6955,0.3895,0.0665,-0.2947,0.1063,0.2464,-0.2861,-0.0952,0.3014,0.0255,-0.2660,0.2874,-0.2699,-0.0586,0.2173,0.0528,-0.0641,-0.0828,0.0101,0.0322,0.0594,-0.0907,0.0327,-0.0675,0.1609,-0.1475,0.0216,0.0833,-0.0227,-0.0108,-0.0877,0.1035,-0.0725,0.0517,-0.0345,0.0929,-0.1354,0.0863,0.0216,-0.0780,0.0418,-0.0069,a
ha_2_ (13).wav,1.0000,-3.0149,3.5923,-2.3769,1.1364,-0.3821,0.2003,-0.4791,0.4914,-0.2584,0.3100,-0.3874,0.3166,-0.1833,-0.0916,0.2248,-0.1498,0.0802,-0.0335,0.0471,0.0174,-0.0825,-0.0982,0.3131,-0.2299,-0.0762,0.2048,-0.1363,0.1092,-0.0242,-0.0913,0.0484,0.0499,-0.1047,0.1052,-0.0204,-0.0644,0.0396,-0.0385,0.0959,-0.0739,-0.0027,0.1565,-0.1616,-0.0415,0.0982,-0.0281,a
ha_2_ (14).wav,1.0000,-3.2123,5.1672,-6.4596,7.3387,-7.5073,7.1608,-6.6927,5.6625,-4.1659,2.9473,-1.9580,1.2154,-0.9954,0.9677,-0.8745,1.0135,-1.1198,0.8971,-0.5695,0.0835,0.4499,-0.6568,0.6018,-0.5240,0.3506,-0.0325,-0.2096,0.4335,-0.6223,0.5552,-0.4369,0.4199,-0.3944,0.3889,-0.4506,0.4624,-0.4108,0.4783,-0.5848,0.5226,-0.2960,-0.0119,0.2838,-0.2777,0.0895,-0.0071,a
ha_2_ (15).wav,1.0000,-3.3527,4.9610,-4.8238,3.9930,-2.8411,1.5554,-0.4605,-0.4918,1.1886,-1.4877,1.3170,-0.7555,0.1156,0.4831,-0.8100,0.7110,-0.2955,-0.2138,0.4447,-0.3404,0.1260,0.0886,-0.1858,0.1839,-0.1750,0.0803,0.1361,-0.2850,0.1831,-0.0068,-0.0300,0.0545,-0.1313,0.1477,-0.0693,0.0730,-0.0787,-0.1207,0.2154,-0.0996,0.0688,-0.1269,0.1967,-0.2090,0.0990,-0.0095,a
ha_2_ (16).wav,1.0000,-3.4414,5.6981,-7.0016,7.6383,-7.5552,7.0772,-6.3740,5.1216,-3.9219,3.2742,-2.5544,1.9753,-1.6944,1.3505,-1.3476,1.3788,-0.8562,0.4185,-0.4138,0.3977,-0.2806,0.1167,0.0136,0.1473,-0.2962,0.2261,-0.1305,-0.0329,0.0961,-0.0681,0.1678,-0.2344,0.1665,-0.0999,0.0347,0.0174,0.0068,0.0529,-0.1043,0.0440,-0.0540,0.1352,-0.2302,0.2906,-0.2126,0.0636,a
ha_2_ (17).wav,1.0000,-2.7304,2.9741,-2.1916,1.6439,-1.0630,0.6115,-0.0825,-0.3916,0.1592,0.0839,0.4330,-1.0983,0.9474,-0.3391,0.2114,-0.2465,0.1488,-0.1323,-0.0288,0.1968,-0.2077,0.3619,-0.3989,0.1263,0.0363,-0.0347,0.1491,-0.1572,-0.1526,0.3511,-0.2369,0.0612,-0.0170,0.0395,0.0720,-0.2135,0.1335,-0.0115,0.0925,-0.1899,0.1583,-0.0375,-0.0048,-0.1013,0.1371,-0.0526,a
ha_2_ (18).wav,1.0000,-3.0057,4.1796,-4.4034,4.3567,-3.9970,3.3581,-2.7859,2.4722,-2.1958,2.1672,-2.2632,2.2024,-2.2535,2.1848,-1.7779,1.2522,-0.5679,-0.0232,0.3467,-0.6080,0.7099,-0.4565,-0.0034,0.1876,-0.1923,0.3324,-0.2924,0.0981,-0.0151,0.0149,-0.0894,0.1220,-0.1577,0.2208,-0.2430,0.1607,0.0452,-0.1360,0.1708,-0.1962,0.1835,-0.1838,0.1554,-0.0645,-0.0526,0.0472,a
