ha_1_ (1).wav,1.0000,-2.9257,3.6363,-2.8789,1.7835,-0.9702,0.8083,-0.6070,-0.0587,0.4309,-0.2757,-0.1366,0.4203,-0.3498,0.2936,-0.2606,0.0510,0.3107,-0.6266,0.5311,-0.1485,-0.0205,-0.0226,0.0656,0.0203,-0.2393,0.2470,-0.1202,0.0982,-0.0336,0.0363,-0.1808,0.1612,0.0432,-0.2385,0.3502,-0.2726,0.0480,0.0494,0.0073,0.0479,-0.1012,0.0757,-0.1075,0.1093,-0.0727,0.0293,a
ha_1_ (10).wav,1.0000,-2.6428,2.9233,-2.1201,1.2224,-0.5011,0.1296,0.0684,-0.0858,-0.0376,0.0966,-0.0895,-0.0455,0.1507,-0.0684,0.0246,0.0677,-0.1528,0.1193,0.0040,-0.1390,0.1141,-0.0168,-0.0408,0.0315,0.0005,0.0092,-0.0030,-0.0361,0.0228,-0.0073,-0.0164,0.0489,-0.0063,-0.0217,-0.0038,-0.0120,0.0211,0.0492,-0.0359,0.0003,0.0108,-0.0127,-0.0388,0.0731,-0.0951,0.0512,a
ha_1_ (11).wav,1.0000,-2.9872,3.2398,-1.7746,1.4154,-1.6556,0.9955,-0.4149,0.3616,-0.2210,0.2083,-0.1861,-0.4386,0.8126,-0.3133,-0.0431,0.1631,-0.3880,0.2212,-0.0939,0.2583,-0.0083,-0.2605,0.0138,0.1576,0.1060,-0.2829,0.0967,-0.0123,0.0990,0.0251,-0.2645,0.3274,-0.1433,-0.1051,0.2034,-0.1945,0.0750,0.0394,-0.0021,0.0388,-0.0996,0.0087,0.1059,-0.1388,0.0931,-0.0277,a
ha_1_ (12).wav,1.0000,-2.6883,3.1262,-2.3415,1.3160,-0.7598,0.6191,-0.4945,0.3499,-0.2605,0.1549,0.3461,-0.6670,0.3175,0.1031,-0.4329,0.7087,-0.4322,-0.1205,0.3749,-0.3720,0.1659,-0.0099,0.1305,-0.2463,0.0056,0.3044,-0.2888,0.1167,0.0618,-0.1055,-0.0923,0.0894,0.0466,0.0062,-0.0072,-0.0945,0.1935,-0.1185,-0.0010,0.0867,-0.1072,0.0060,-0.0016,-0.0037,0.0175,0.0050,a
ha_1_ (13).wav,1.0000,-2.8030,3.4341,-3.5835,4.4781,-4.7079,3.8227,-2.8990,2.0723,-1.3096,0.6160,0.0536,-0.0084,-0.6417,0.9761,-1.1723,1.5566,-1.6719,1.5600,-1.3839,0.9259,-0.3591,-0.0054,0.1798,-0.2840,0.3503,-0.1247,-0.2691,0.3901,-0.3733,0.3918,-0.3258,0.1434,0.0433,-0.1964,0.3026,-0.3350,0.1869,0.0841,-0.1238,0.0876,-0.2763,0.3486,-0.1583,0.1147,-0.1614,0.0680,a
ha_1_ (14).wav,1.0000,-2.8250,3.2269,-2.1949,1.1324,-0.1982,-0.3119,0.0828,0.3622,-0.5764,0.4677,-0.1708,0.1556,-0.3829,0.3604,-0.1445,-0.0423,0.2850,-0.4009,0.2600,-0.1026,0.1451,-0.2265,0.1658,-0.0437,-0.0321,-0.0643,0.1501,-0.0028,-0.1295,0.1589,-0.2180,0.2628,-0.2279,0.1306,-0.1487,0.3372,-0.4062,0.2499,-0.1202,0.0651,-0.0257,0.1211,-0.2191,0.1933,-0.0999,0.0183,a
ha_1_ (15).wav,1.0000,-2.8682,3.3685,-2.3718,1.4606,-0.8139,0.1086,0.3496,-0.4844,0.3702,-0.0175,-0.2333,0.3286,-0.4165,0.2422,0.3541,-0.6489,0.3187,0.0950,-0.3264,0.2387,-0.0144,-0.0015,0.0501,-0.1885,0.0966,0.2054,-0.2699,0.0256,0.1467,-0.1988,0.0687,0.1336,-0.0197,-0.1529,-0.0036,0.1434,-0.0155,-0.0260,-0.0365,-0.0229,0.1380,-0.0599,-0.1772,0.3242,-0.2834,0.1042,a
ha_1_ (16).wav,1.0000,-2.9859,3.6551,-2.7297,1.7189,-0.6860,-0.3617,0.8230,-0.8389,0.6275,-0.0074,-0.4422,0.2624,-0.2611,0.4287,-0.0244,-0.4519,0.5272,-0.2597,-0.1930,0.4004,-0.2407,-0.0255,0.1394,-0.1379,0.1840,-0.1162,-0.0942,0.2005,-0.0975,-0.0254,-0.0275,0.0222,0.0385,0.0040,0.0433,-0.1080,0.0176,0.0856,-0.0789,0.0673,-0.0579,-0.0111,0.0887,-0.1286,0.1102,-0.0445,a
ha_1_ (17).wav,1.0000,-2.9594,3.8208,-3.4379,2.9389,-2.2702,1.3241,-0.3715,-0.4086,0.4428,0.0457,-0.0330,-0.0223,-0.2022,0.2018,-0.1294,0.0109,0.2304,-0.1835,-0.0371,-0.0114,0.0808,-0.0333,-0.0354,0.1774,-0.1122,-0.0969,0.1708,-0.1706,0.0454,0.1403,-0.1250,-0.0165,-0.0360,0.1194,-0.0415,-0.0559,0.1106,-0.0494,-0.0170,0.0131,-0.0251,0.0920,-0.1133,0.0762,-0.0721,0.0369,a
ha_1_ (18).wav,1.0000,-2.4484,2.1224,-1.0206,0.5712,-0.2266,-0.0601,0.3075,-0.5265,0.3849,0.0150,-0.1297,-0.0825,0.0612,0.0997,-0.0730,0.0708,-0.1063,-0.0124,0.0754,0.0777,-0.0475,-0.1349,0.0812,0.0676,-0.0726,-0.0038,0.0624,-0.0709,-0.0057,0.0806,-0.0678,-0.0080,0.0519,0.0016,-0.0727,0.0370,0.0237,-0.0023,-0.0048,-0.0151,0.0324,-0.0272,-0.0227,0.0464,-0.0045,-0.0187,a
